OT,Sector,Columna de agua,hex,Fecha,Hora,Cliente,Centro,Código,Profundidad,Temperatura,Salinidad,Oxígeno (mg/L),Oxígeno (ml/L),Oxígeno (%Sat),Densidad (sigma-t),Oxígeno,Conductividad,Fluorescencia,CTDO,Estación,Latitud,Longitud,AOU
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923f,9/23/2020,11:59:33 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-101,9.989,33.055,8.03,5.62,87.86,25.43,6.4,36217,0.58,CTDO-2,E2,-42.73647515,-73.54560162,0.78
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923f,9/23/2020,11:59:33 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-102,9.985,33.058,8.04,5.63,88.01,25.44,6.4,36217,0.59,CTDO-2,E2,-42.73647515,-73.54560162,0.77
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923f,9/23/2020,11:59:33 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-103,9.981,33.061,8.05,5.64,88.11,25.44,6.4,36217,0.53,CTDO-2,E2,-42.73647515,-73.54560162,0.76
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923f,9/23/2020,11:59:33 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-104,9.976,33.064,8.06,5.64,88.12,25.44,6.4,36216,0.56,CTDO-2,E2,-42.73647515,-73.54560162,0.76
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923f,9/23/2020,11:59:33 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-105,9.977,33.064,8.06,5.64,88.18,25.44,6.4,36217,0.57,CTDO-2,E2,-42.73647515,-73.54560162,0.76
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923f,9/23/2020,11:59:33 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-106,9.977,33.064,8.07,5.65,88.26,25.44,6.4,36217,0.56,CTDO-2,E2,-42.73647515,-73.54560162,0.75
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923f,9/23/2020,11:59:33 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-107,9.971,33.069,8.08,5.65,88.35,25.45,6.4,36217,0.58,CTDO-2,E2,-42.73647515,-73.54560162,0.75
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923f,9/23/2020,11:59:33 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-108,9.97,33.07,8.07,5.65,88.24,25.45,6.4,36217,0.55,CTDO-2,E2,-42.73647515,-73.54560162,0.76
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923f,9/23/2020,11:59:33 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-109,9.972,33.068,8.07,5.65,88.31,25.45,6.4,36218,0.57,CTDO-2,E2,-42.73647515,-73.54560162,0.75
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923f,9/23/2020,11:59:33 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-110,9.969,33.07,8.09,5.66,88.47,25.45,6.4,36218,0.52,CTDO-2,E2,-42.73647515,-73.54560162,0.74
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923f,9/23/2020,11:59:33 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-111,9.965,33.074,8.1,5.67,88.63,25.45,6.4,36218,0.56,CTDO-2,E2,-42.73647515,-73.54560162,0.73
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923f,9/23/2020,11:59:33 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-112,9.964,33.074,8.1,5.67,88.59,25.45,6.4,36219,0.58,CTDO-2,E2,-42.73647515,-73.54560162,0.73
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923f,9/23/2020,11:59:33 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-113,9.964,33.075,8.1,5.66,88.54,25.45,6.4,36220,0.54,CTDO-2,E2,-42.73647515,-73.54560162,0.74
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923f,9/23/2020,11:59:33 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-114,9.964,33.075,8.08,5.65,88.37,25.45,6.4,36220,0.57,CTDO-2,E2,-42.73647515,-73.54560162,0.75
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923f,9/23/2020,11:59:33 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-115,9.964,33.075,8.09,5.66,88.52,25.45,6.4,36220,0.52,CTDO-2,E2,-42.73647515,-73.54560162,0.74
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923f,9/23/2020,11:59:33 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-116,9.964,33.075,8.12,5.68,88.76,25.46,6.4,36221,0.56,CTDO-2,E2,-42.73647515,-73.54560162,0.72
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923f,9/23/2020,11:59:33 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-117,9.963,33.076,8.08,5.65,88.37,25.46,6.4,36222,0.54,CTDO-2,E2,-42.73647515,-73.54560162,0.75
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923f,9/23/2020,11:59:33 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-118,9.963,33.076,8.09,5.66,88.51,25.46,6.4,36222,0.53,CTDO-2,E2,-42.73647515,-73.54560162,0.74
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923f,9/23/2020,11:59:33 AM,Salmones Camanchaca S.A.,Pilpilehue,101690,-119,9.964,33.076,8.08,5.65,88.38,25.46,6.4,36223,0.63,CTDO-2,E2,-42.73647515,-73.54560162,0.75
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-1,10.28,32.974,8.17,5.72,89.93,25.32,6.36,36356,1,CTDO-2,E8,-42.71705426,-73.53950945,0.64
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-2,10.269,32.975,8.53,5.97,93.8,25.33,6.36,36347,0.94,CTDO-2,E8,-42.71705426,-73.53950945,0.4
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-3,10.249,32.976,8.54,5.98,93.91,25.33,6.36,36331,1,CTDO-2,E8,-42.71705426,-73.53950945,0.39
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-4,10.23,32.976,8.47,5.93,93.13,25.33,6.37,36314,1.02,CTDO-2,E8,-42.71705426,-73.53950945,0.44
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-5,10.223,32.977,8.42,5.89,92.55,25.33,6.37,36309,1,CTDO-2,E8,-42.71705426,-73.53950945,0.48
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-6,10.212,32.976,8.42,5.89,92.51,25.34,6.37,36299,1.14,CTDO-2,E8,-42.71705426,-73.53950945,0.48
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-7,10.211,32.977,8.4,5.88,92.28,25.34,6.37,36299,1.18,CTDO-2,E8,-42.71705426,-73.53950945,0.49
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-8,10.207,32.977,8.37,5.86,91.95,25.34,6.37,36296,1.49,CTDO-2,E8,-42.71705426,-73.53950945,0.51
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-9,10.204,32.977,8.35,5.84,91.73,25.34,6.37,36294,1.63,CTDO-2,E8,-42.71705426,-73.53950945,0.53
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-10,10.203,32.977,8.35,5.84,91.7,25.34,6.37,36293,1.91,CTDO-2,E8,-42.71705426,-73.53950945,0.53
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-11,10.202,32.977,8.31,5.82,91.32,25.34,6.37,36293,2.13,CTDO-2,E8,-42.71705426,-73.53950945,0.56
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-12,10.198,32.978,8.31,5.81,91.25,25.34,6.37,36291,2.17,CTDO-2,E8,-42.71705426,-73.53950945,0.56
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-13,10.197,32.978,8.26,5.78,90.73,25.34,6.37,36290,2.11,CTDO-2,E8,-42.71705426,-73.53950945,0.59
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-14,10.196,32.978,8.2,5.74,90.11,25.34,6.37,36290,2.16,CTDO-2,E8,-42.71705426,-73.53950945,0.63
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-15,10.195,32.978,8.22,5.75,90.26,25.34,6.37,36290,2.01,CTDO-2,E8,-42.71705426,-73.53950945,0.62
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-16,10.195,32.978,8.19,5.73,90.01,25.34,6.37,36290,2.04,CTDO-2,E8,-42.71705426,-73.53950945,0.64
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-17,10.194,32.979,8.19,5.73,89.99,25.34,6.37,36290,2.06,CTDO-2,E8,-42.71705426,-73.53950945,0.64
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-18,10.191,32.979,8.19,5.73,89.93,25.34,6.37,36288,2.07,CTDO-2,E8,-42.71705426,-73.53950945,0.64
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-19,10.19,32.979,8.19,5.73,90,25.34,6.37,36288,1.9,CTDO-2,E8,-42.71705426,-73.53950945,0.64
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-20,10.189,32.979,8.18,5.72,89.86,25.34,6.37,36288,1.9,CTDO-2,E8,-42.71705426,-73.53950945,0.65
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-21,10.187,32.98,8.18,5.72,89.82,25.34,6.37,36286,1.86,CTDO-2,E8,-42.71705426,-73.53950945,0.65
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-22,10.175,32.982,8.14,5.7,89.39,25.35,6.38,36278,1.73,CTDO-2,E8,-42.71705426,-73.53950945,0.68
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-23,10.157,32.983,8.09,5.66,88.84,25.35,6.38,36264,1.75,CTDO-2,E8,-42.71705426,-73.53950945,0.71
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-24,10.156,32.984,8.04,5.63,88.3,25.35,6.38,36264,1.49,CTDO-2,E8,-42.71705426,-73.53950945,0.75
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-25,10.154,32.984,8.02,5.61,88.05,25.35,6.38,36263,1.4,CTDO-2,E8,-42.71705426,-73.53950945,0.76
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-26,10.149,32.985,8.04,5.62,88.2,25.35,6.38,36260,1.37,CTDO-2,E8,-42.71705426,-73.53950945,0.75
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-27,10.133,32.987,8.02,5.61,88,25.36,6.38,36248,1.24,CTDO-2,E8,-42.71705426,-73.53950945,0.77
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-28,10.121,32.988,7.99,5.59,87.62,25.36,6.38,36238,1.22,CTDO-2,E8,-42.71705426,-73.53950945,0.79
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-29,10.117,32.989,7.95,5.57,87.23,25.36,6.38,36236,1.13,CTDO-2,E8,-42.71705426,-73.53950945,0.82
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-30,10.116,32.989,7.94,5.56,87.06,25.36,6.38,36235,1.12,CTDO-2,E8,-42.71705426,-73.53950945,0.83
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-31,10.114,32.99,7.96,5.57,87.24,25.36,6.38,36235,1.1,CTDO-2,E8,-42.71705426,-73.53950945,0.82
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-32,10.112,32.99,7.94,5.55,87.03,25.36,6.38,36234,1.07,CTDO-2,E8,-42.71705426,-73.53950945,0.83
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-33,10.109,32.99,7.92,5.54,86.87,25.36,6.38,36232,0.99,CTDO-2,E8,-42.71705426,-73.53950945,0.84
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-34,10.106,32.992,7.93,5.55,86.97,25.37,6.38,36231,1.21,CTDO-2,E8,-42.71705426,-73.53950945,0.83
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-35,10.101,32.993,7.93,5.55,86.92,25.37,6.39,36228,1.09,CTDO-2,E8,-42.71705426,-73.53950945,0.84
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-36,10.098,32.993,7.91,5.53,86.68,25.37,6.39,36226,0.89,CTDO-2,E8,-42.71705426,-73.53950945,0.85
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-37,10.098,32.994,7.94,5.56,87.03,25.37,6.39,36227,0.99,CTDO-2,E8,-42.71705426,-73.53950945,0.83
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-38,10.098,32.993,7.94,5.55,87.01,25.37,6.39,36227,0.91,CTDO-2,E8,-42.71705426,-73.53950945,0.83
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-39,10.097,32.993,7.93,5.55,86.9,25.37,6.39,36226,0.95,CTDO-2,E8,-42.71705426,-73.53950945,0.84
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-40,10.098,32.992,7.93,5.55,86.9,25.37,6.39,36227,0.91,CTDO-2,E8,-42.71705426,-73.53950945,0.84
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-41,10.098,32.993,7.93,5.55,86.93,25.37,6.39,36228,1.01,CTDO-2,E8,-42.71705426,-73.53950945,0.84
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-42,10.099,32.992,7.92,5.54,86.81,25.37,6.39,36228,0.94,CTDO-2,E8,-42.71705426,-73.53950945,0.84
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-43,10.099,32.992,7.91,5.53,86.72,25.37,6.39,36229,0.86,CTDO-2,E8,-42.71705426,-73.53950945,0.85
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-44,10.099,32.992,7.91,5.54,86.73,25.37,6.39,36230,1.07,CTDO-2,E8,-42.71705426,-73.53950945,0.85
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-45,10.099,32.992,7.91,5.53,86.68,25.37,6.39,36230,1.02,CTDO-2,E8,-42.71705426,-73.53950945,0.85
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-46,10.099,32.992,7.92,5.54,86.8,25.37,6.39,36230,0.99,CTDO-2,E8,-42.71705426,-73.53950945,0.85
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-47,10.099,32.992,7.92,5.54,86.82,25.37,6.39,36230,0.95,CTDO-2,E8,-42.71705426,-73.53950945,0.84
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-48,10.097,32.992,7.92,5.54,86.81,25.37,6.39,36229,0.98,CTDO-2,E8,-42.71705426,-73.53950945,0.84
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-49,10.094,32.993,7.89,5.52,86.53,25.37,6.39,36228,0.91,CTDO-2,E8,-42.71705426,-73.53950945,0.86
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-50,10.092,32.994,7.9,5.53,86.63,25.37,6.39,36228,0.88,CTDO-2,E8,-42.71705426,-73.53950945,0.86
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-51,10.078,32.999,7.9,5.53,86.6,25.38,6.39,36220,0.91,CTDO-2,E8,-42.71705426,-73.53950945,0.86
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-52,10.073,33.002,7.9,5.53,86.59,25.38,6.39,36218,0.87,CTDO-2,E8,-42.71705426,-73.53950945,0.86
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-53,10.072,33.002,7.89,5.52,86.45,25.38,6.39,36218,0.83,CTDO-2,E8,-42.71705426,-73.53950945,0.87
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-54,10.07,33.002,7.86,5.5,86.15,25.38,6.39,36218,0.74,CTDO-2,E8,-42.71705426,-73.53950945,0.89
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-55,10.07,33.002,7.88,5.52,86.37,25.38,6.39,36219,0.8,CTDO-2,E8,-42.71705426,-73.53950945,0.87
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-56,10.071,33.002,7.86,5.5,86.15,25.38,6.39,36219,0.8,CTDO-2,E8,-42.71705426,-73.53950945,0.89
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-57,10.071,33.002,7.88,5.51,86.3,25.38,6.39,36220,0.78,CTDO-2,E8,-42.71705426,-73.53950945,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-58,10.07,33.002,7.9,5.53,86.53,25.38,6.39,36219,0.79,CTDO-2,E8,-42.71705426,-73.53950945,0.86
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-59,10.069,33.003,7.89,5.52,86.42,25.38,6.39,36220,0.79,CTDO-2,E8,-42.71705426,-73.53950945,0.87
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-60,10.069,33.003,7.87,5.51,86.27,25.38,6.39,36220,0.85,CTDO-2,E8,-42.71705426,-73.53950945,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-61,10.068,33.003,7.88,5.52,86.35,25.38,6.39,36220,0.76,CTDO-2,E8,-42.71705426,-73.53950945,0.87
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-62,10.064,33.006,7.89,5.52,86.42,25.38,6.39,36219,0.71,CTDO-2,E8,-42.71705426,-73.53950945,0.87
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-63,10.062,33.007,7.89,5.52,86.4,25.39,6.39,36218,0.76,CTDO-2,E8,-42.71705426,-73.53950945,0.87
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-64,10.066,33.005,7.88,5.51,86.28,25.38,6.39,36220,0.76,CTDO-2,E8,-42.71705426,-73.53950945,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-65,10.065,33.005,7.87,5.51,86.26,25.38,6.39,36220,0.68,CTDO-2,E8,-42.71705426,-73.53950945,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-66,10.067,33.004,7.88,5.51,86.29,25.38,6.39,36222,0.69,CTDO-2,E8,-42.71705426,-73.53950945,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-67,10.065,33.005,7.88,5.51,86.29,25.38,6.39,36221,0.75,CTDO-2,E8,-42.71705426,-73.53950945,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-68,10.064,33.006,7.88,5.51,86.28,25.38,6.39,36221,0.83,CTDO-2,E8,-42.71705426,-73.53950945,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-69,10.066,33.005,7.88,5.51,86.31,25.38,6.39,36223,0.7,CTDO-2,E8,-42.71705426,-73.53950945,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-70,10.064,33.005,7.88,5.51,86.31,25.38,6.39,36223,0.71,CTDO-2,E8,-42.71705426,-73.53950945,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-71,10.063,33.006,7.87,5.51,86.24,25.38,6.39,36223,0.73,CTDO-2,E8,-42.71705426,-73.53950945,0.88
2913,"Centro Pilpilehue, Ensenada Ahoni. Archipielago Chiloé",SW,200923g,9/23/2020,12:17:47 PM,Salmones Camanchaca S.A.,Pilpilehue,101690,-72,10.061,33.007,7.87,5.51,86.25,25.39,6.39,36222,0.71,CTDO-2,E8,-42.71705426,-73.53950945,0.88
