OT,Sector,Columna de agua,hex,Fecha,Hora,Cliente/Empresa,Centro,Código de centro,Profundidad (m),Temperatura (°C),Salinidad (PSU),Oxígeno (mg/L),Oxígeno (ml/L),Oxígeno (%Sat),Densidad (sigma-t),Oxígeno (Sat ml/L),Conductividad (µS/cm),Fluorescencia (mg/m3),CTDO,Estación,AOU
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-63,10.06,33.12,7.84,5.49,85.98,25.47,6.39,36332,0.72,CTDO-2,E5,0.90
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-64,10.06,33.12,7.81,5.47,85.67,25.47,6.39,36332,0.70,CTDO-2,E5,0.92
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-65,10.06,33.12,7.80,5.46,85.55,25.47,6.39,36333,0.67,CTDO-2,E5,0.92
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-66,10.06,33.12,7.82,5.47,85.71,25.47,6.39,36333,0.70,CTDO-2,E5,0.91
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-67,10.06,33.12,7.82,5.47,85.75,25.47,6.39,36333,0.71,CTDO-2,E5,0.91
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-68,10.06,33.12,7.80,5.46,85.51,25.47,6.39,36334,0.76,CTDO-2,E5,0.93
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-69,10.06,33.12,7.80,5.46,85.53,25.47,6.39,36334,0.78,CTDO-2,E5,0.93
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-70,10.06,33.12,7.81,5.46,85.61,25.47,6.39,36335,0.73,CTDO-2,E5,0.92
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-71,10.06,33.12,7.80,5.46,85.52,25.48,6.39,36336,0.69,CTDO-2,E5,0.93
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-72,10.06,33.13,7.81,5.47,85.62,25.48,6.39,36337,0.67,CTDO-2,E5,0.92
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-73,10.06,33.13,7.82,5.47,85.75,25.48,6.39,36338,0.70,CTDO-2,E5,0.91
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-74,10.06,33.12,7.80,5.46,85.56,25.48,6.39,36338,0.67,CTDO-2,E5,0.92
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-75,10.06,33.12,7.81,5.46,85.62,25.48,6.39,36339,0.71,CTDO-2,E5,0.92
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-76,10.06,33.13,7.83,5.48,85.82,25.48,6.39,36340,0.70,CTDO-2,E5,0.91
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-77,10.06,33.13,7.83,5.48,85.80,25.48,6.39,36341,0.76,CTDO-2,E5,0.91
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-78,10.06,33.13,7.82,5.47,85.76,25.48,6.39,36341,0.71,CTDO-2,E5,0.91
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-79,10.06,33.13,7.80,5.46,85.48,25.48,6.39,36342,0.79,CTDO-2,E5,0.93
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-80,10.05,33.13,7.79,5.45,85.35,25.48,6.39,36343,0.78,CTDO-2,E5,0.94
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-81,10.05,33.13,7.80,5.46,85.49,25.48,6.39,36343,0.72,CTDO-2,E5,0.93
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-82,10.05,33.13,7.79,5.45,85.38,25.49,6.39,36344,0.71,CTDO-2,E5,0.94
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-83,10.05,33.13,7.79,5.45,85.37,25.49,6.39,36344,0.74,CTDO-2,E5,0.94
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-84,10.05,33.14,7.77,5.44,85.21,25.49,6.39,36344,0.71,CTDO-2,E5,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-85,10.05,33.14,7.79,5.45,85.38,25.49,6.39,36344,0.68,CTDO-2,E5,0.94
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-86,10.04,33.14,7.80,5.46,85.45,25.49,6.39,36344,0.66,CTDO-2,E5,0.93
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-87,10.04,33.14,7.78,5.45,85.31,25.49,6.39,36344,0.72,CTDO-2,E5,0.94
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-88,10.04,33.14,7.76,5.43,85.05,25.49,6.39,36345,0.78,CTDO-2,E5,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-89,10.04,33.14,7.76,5.43,85.01,25.50,6.39,36346,0.68,CTDO-2,E5,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-90,10.04,33.15,7.76,5.43,85.02,25.50,6.39,36347,0.78,CTDO-2,E5,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-91,10.03,33.15,7.77,5.44,85.12,25.50,6.39,36349,0.64,CTDO-2,E5,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-92,10.03,33.15,7.77,5.44,85.17,25.50,6.39,36349,0.69,CTDO-2,E5,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-93,10.03,33.15,7.78,5.44,85.24,25.50,6.39,36349,0.70,CTDO-2,E5,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-94,10.03,33.15,7.78,5.45,85.29,25.50,6.39,36350,0.73,CTDO-2,E5,0.94
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-95,10.03,33.15,7.79,5.45,85.34,25.50,6.39,36350,0.73,CTDO-2,E5,0.94
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-96,10.03,33.15,7.77,5.44,85.20,25.50,6.39,36351,0.73,CTDO-2,E5,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-97,10.03,33.15,7.76,5.43,85.09,25.50,6.39,36351,0.73,CTDO-2,E5,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-98,10.03,33.15,7.78,5.44,85.21,25.50,6.39,36352,0.73,CTDO-2,E5,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-99,10.03,33.15,7.77,5.44,85.17,25.50,6.39,36353,0.69,CTDO-2,E5,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-100,10.03,33.15,7.77,5.44,85.16,25.50,6.39,36354,0.72,CTDO-2,E5,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-101,10.03,33.15,7.76,5.43,85.07,25.50,6.39,36353,0.74,CTDO-2,E5,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-102,10.03,33.15,7.76,5.43,85.07,25.50,6.39,36353,0.73,CTDO-2,E5,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-103,10.03,33.15,7.76,5.43,85.08,25.50,6.39,36354,0.71,CTDO-2,E5,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-104,10.03,33.15,7.76,5.43,85.03,25.50,6.39,36355,0.72,CTDO-2,E5,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-105,10.03,33.15,7.76,5.43,85.00,25.51,6.39,36356,0.73,CTDO-2,E5,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-106,10.03,33.16,7.75,5.43,84.96,25.51,6.39,36357,0.76,CTDO-2,E5,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-107,10.03,33.16,7.77,5.44,85.15,25.51,6.39,36358,0.77,CTDO-2,E5,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-108,10.03,33.16,7.78,5.44,85.24,25.51,6.39,36359,0.76,CTDO-2,E5,0.94
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-109,10.03,33.16,7.77,5.44,85.15,25.51,6.39,36359,0.72,CTDO-2,E5,0.95
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-110,10.02,33.16,7.76,5.43,85.00,25.51,6.39,36359,0.77,CTDO-2,E5,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-111,10.02,33.17,7.73,5.41,84.65,25.52,6.39,36358,0.68,CTDO-2,E5,0.98
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-112,10.02,33.17,7.72,5.41,84.63,25.52,6.39,36359,0.78,CTDO-2,E5,0.98
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-113,10.02,33.17,7.75,5.42,84.94,25.52,6.39,36359,0.72,CTDO-2,E5,0.96
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-114,10.02,33.17,7.74,5.42,84.79,25.52,6.39,36359,0.75,CTDO-2,E5,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-115,10.02,33.17,7.72,5.40,84.61,25.52,6.39,36360,0.75,CTDO-2,E5,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-116,10.01,33.17,7.73,5.41,84.69,25.52,6.39,36360,0.79,CTDO-2,E5,0.98
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-117,10.01,33.17,7.73,5.41,84.66,25.52,6.39,36361,0.77,CTDO-2,E5,0.98
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-118,10.01,33.17,7.74,5.41,84.76,25.52,6.39,36361,0.79,CTDO-2,E5,0.98
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-119,10.01,33.17,7.75,5.42,84.86,25.52,6.39,36362,0.78,CTDO-2,E5,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-120,10.01,33.17,7.73,5.41,84.67,25.52,6.39,36362,0.82,CTDO-2,E5,0.98
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-121,10.01,33.17,7.74,5.42,84.80,25.52,6.39,36363,0.82,CTDO-2,E5,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-122,10.01,33.17,7.74,5.42,84.81,25.52,6.39,36363,0.77,CTDO-2,E5,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-123,10.01,33.17,7.75,5.42,84.87,25.52,6.39,36363,0.79,CTDO-2,E5,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-124,10.01,33.17,7.74,5.41,84.77,25.52,6.39,36364,0.87,CTDO-2,E5,0.98
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-125,10.01,33.17,7.72,5.40,84.58,25.52,6.39,36364,0.85,CTDO-2,E5,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-126,10.01,33.17,7.73,5.41,84.70,25.52,6.39,36365,0.76,CTDO-2,E5,0.98
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-127,10.01,33.17,7.74,5.42,84.81,25.52,6.39,36365,0.78,CTDO-2,E5,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-128,10.01,33.17,7.75,5.42,84.91,25.52,6.39,36366,0.80,CTDO-2,E5,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-129,10.01,33.17,7.74,5.41,84.74,25.52,6.39,36365,0.78,CTDO-2,E5,0.98
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-130,10.01,33.17,7.71,5.40,84.51,25.53,6.39,36366,0.80,CTDO-2,E5,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-131,10.01,33.17,7.73,5.41,84.72,25.52,6.39,36367,0.75,CTDO-2,E5,0.98
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-132,10.01,33.17,7.74,5.42,84.79,25.53,6.39,36368,0.82,CTDO-2,E5,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-133,10.01,33.17,7.72,5.40,84.61,25.53,6.39,36368,0.75,CTDO-2,E5,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-134,10.01,33.17,7.74,5.42,84.84,25.53,6.39,36369,0.81,CTDO-2,E5,0.97
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-135,10.01,33.17,7.73,5.41,84.68,25.53,6.39,36369,0.79,CTDO-2,E5,0.98
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-136,10.01,33.18,7.73,5.41,84.66,25.53,6.39,36370,0.77,CTDO-2,E5,0.98
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021e,10/21/2020,12:32:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-137,10.01,33.17,7.72,5.40,84.55,25.53,6.39,36370,0.84,CTDO-2,E5,0.99
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021d,10/21/2020,12:12:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-1,10.68,33.01,8.89,6.22,98.76,25.28,6.30,36752,1.12,CTDO-2,E7,0.08
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021d,10/21/2020,12:12:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-2,10.48,33.01,9.27,6.48,102.46,25.32,6.33,36572,0.72,CTDO-2,E7,-0.15
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021d,10/21/2020,12:12:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-3,10.40,33.02,9.29,6.50,102.55,25.34,6.34,36506,1.00,CTDO-2,E7,-0.16
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021d,10/21/2020,12:12:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-4,10.37,33.02,9.26,6.48,102.18,25.34,6.35,36484,1.17,CTDO-2,E7,-0.14
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021d,10/21/2020,12:12:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-5,10.35,33.02,9.22,6.45,101.63,25.35,6.35,36466,1.60,CTDO-2,E7,-0.10
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021d,10/21/2020,12:12:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-6,10.34,33.02,9.21,6.44,101.48,25.35,6.35,36454,1.88,CTDO-2,E7,-0.09
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021d,10/21/2020,12:12:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-7,10.33,33.02,9.14,6.40,100.71,25.35,6.35,36446,2.12,CTDO-2,E7,-0.04
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021d,10/21/2020,12:12:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-8,10.30,33.02,9.07,6.34,99.87,25.36,6.36,36431,2.62,CTDO-2,E7,0.01
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021d,10/21/2020,12:12:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-9,10.28,33.03,8.88,6.22,97.82,25.37,6.36,36418,2.54,CTDO-2,E7,0.14
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021d,10/21/2020,12:12:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-10,10.28,33.03,8.70,6.09,95.78,25.37,6.36,36418,2.51,CTDO-2,E7,0.27
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021d,10/21/2020,12:12:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-11,10.27,33.03,8.69,6.08,95.64,25.37,6.36,36406,2.70,CTDO-2,E7,0.28
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021d,10/21/2020,12:12:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-12,10.24,33.04,8.59,6.01,94.54,25.38,6.36,36389,2.70,CTDO-2,E7,0.35
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021d,10/21/2020,12:12:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-13,10.21,33.04,8.45,5.91,92.87,25.39,6.37,36362,2.25,CTDO-2,E7,0.46
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021d,10/21/2020,12:12:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-14,10.18,33.04,8.36,5.85,91.85,25.39,6.37,36334,2.11,CTDO-2,E7,0.52
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021d,10/21/2020,12:12:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-15,10.16,33.04,8.36,5.85,91.78,25.40,6.37,36326,2.25,CTDO-2,E7,0.53
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021d,10/21/2020,12:12:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-16,10.13,33.05,8.26,5.78,90.66,25.41,6.38,36305,1.99,CTDO-2,E7,0.60
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021d,10/21/2020,12:12:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-17,10.12,33.06,8.12,5.68,89.09,25.41,6.38,36296,1.59,CTDO-2,E7,0.70
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021d,10/21/2020,12:12:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-18,10.11,33.06,8.05,5.64,88.35,25.42,6.38,36293,1.04,CTDO-2,E7,0.75
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021d,10/21/2020,12:12:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-19,10.11,33.06,8.05,5.63,88.29,25.42,6.38,36292,1.19,CTDO-2,E7,0.75
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021d,10/21/2020,12:12:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-20,10.11,33.06,8.07,5.64,88.49,25.42,6.38,36293,1.29,CTDO-2,E7,0.74
2913,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021d,10/21/2020,12:12:00 PM,Salmones Camanchaca S.A.,Pilpilehue,,-21,10.11,33.06,8.06,5.64,88.39,25.42,6.38,36294,1.13,CTDO-2,E7,0.74
