,OT,Sector,Columna de agua,hex,Fecha,Hora,Cliente/Empresa,Centro,Código de centro,Profundidad (m),Temperatura (°C),Salinidad (PSU),Oxígeno (mg/L),Oxígeno (ml/L),Oxígeno (%Sat),Densidad (sigma-t),Oxígeno (Sat ml/L),Conductividad (µS/cm),Fluorescencia (mg/m3),CTDO,Estación,AOU,Latitud,Longitud
181,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-48,10.8402,33.0493,8.088,5.6595,90.131,25.2849,6.28031,36958,0.4101,CTDO-2,E3,0.6208099999999996,-42.69039166666666,-73.59665277777778
182,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-49,10.838,33.0493,8.0955,5.6648,90.212,25.2853,6.28061,36956,0.3918,CTDO-2,E3,0.6158100000000006,-42.69039166666666,-73.59665277777778
183,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-50,10.8305,33.0503,8.0774,5.6521,89.995,25.2874,6.2816,36951,0.3982,CTDO-2,E3,0.6295000000000002,-42.69039166666666,-73.59665277777778
184,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-51,10.8189,33.0513,8.0603,5.6402,89.784,25.2902,6.28314,36942,0.3688,CTDO-2,E3,0.6429400000000003,-42.69039166666666,-73.59665277777778
185,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-52,10.811,33.0526,8.0509,5.6336,89.664,25.2927,6.28417,36936,0.3884,CTDO-2,E3,0.6505699999999992,-42.69039166666666,-73.59665277777778
186,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-53,10.8052,33.0533,8.0688,5.646,89.852,25.2942,6.28493,36932,0.3311,CTDO-2,E3,0.6389300000000002,-42.69039166666666,-73.59665277777778
187,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-54,10.8033,33.0537,8.054,5.6357,89.684,25.2948,6.28517,36931,0.3249,CTDO-2,E3,0.64947,-42.69039166666666,-73.59665277777778
188,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-55,10.8013,33.0539,8.0408,5.6265,89.533,25.2954,6.28545,36930,0.358,CTDO-2,E3,0.6589499999999999,-42.69039166666666,-73.59665277777778
189,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-56,10.7998,33.054,8.034,5.6218,89.456,25.2957,6.28564,36929,0.391,CTDO-2,E3,0.6638399999999995,-42.69039166666666,-73.59665277777778
190,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-57,10.7974,33.0546,8.0362,5.6233,89.476,25.2966,6.28595,36928,0.2999,CTDO-2,E3,0.6626499999999993,-42.69039166666666,-73.59665277777778
191,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-58,10.7964,33.0548,8.0411,5.6267,89.528,25.2969,6.28608,36928,0.4237,CTDO-2,E3,0.6593800000000005,-42.69039166666666,-73.59665277777778
192,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-59,10.7904,33.0552,8.0297,5.6188,89.39,25.2983,6.28689,36923,0.4052,CTDO-2,E3,0.6680899999999994,-42.69039166666666,-73.59665277777778
193,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-60,10.7785,33.0567,8.0285,5.6178,89.354,25.3015,6.28844,36915,0.365,CTDO-2,E3,0.6706399999999997,-42.69039166666666,-73.59665277777778
194,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-61,10.7594,33.0542,8.0283,5.6177,89.314,25.3029,6.29116,36895,0.3045,CTDO-2,E3,0.6734599999999995,-42.69039166666666,-73.59665277777778
195,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-62,10.7436,33.0617,8.0066,5.6026,89.047,25.3115,6.29303,36889,0.3111,CTDO-2,E3,0.6904300000000001,-42.69039166666666,-73.59665277777778
196,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-63,10.7355,33.0633,8.014,5.6077,89.115,25.3142,6.29408,36883,0.3209,CTDO-2,E3,0.6863799999999998,-42.69039166666666,-73.59665277777778
197,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-64,10.7325,33.0641,8.0096,5.6047,89.06,25.3153,6.29446,36882,0.2746,CTDO-2,E3,0.6897599999999997,-42.69039166666666,-73.59665277777778
198,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-65,10.7308,33.0641,7.9905,5.5913,88.845,25.3156,6.29469,36881,0.2656,CTDO-2,E3,0.7033899999999997,-42.69039166666666,-73.59665277777778
199,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-66,10.7286,33.0644,7.987,5.5888,88.802,25.3163,6.29498,36880,0.2649,CTDO-2,E3,0.7061799999999998,-42.69039166666666,-73.59665277777778
200,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-67,10.7259,33.0648,7.9843,5.587,88.767,25.317,6.29534,36878,0.2604,CTDO-2,E3,0.7083400000000006,-42.69039166666666,-73.59665277777778
201,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-68,10.7225,33.0648,7.9769,5.5818,88.678,25.3176,6.2958,36875,0.2752,CTDO-2,E3,0.7139999999999995,-42.69039166666666,-73.59665277777778
202,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-69,10.7171,33.0651,7.9937,5.5935,88.855,25.3188,6.29652,36871,0.2737,CTDO-2,E3,0.7030200000000004,-42.69039166666666,-73.59665277777778
203,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-70,10.7099,33.0656,7.9877,5.5893,88.775,25.3204,6.2975,36866,0.2553,CTDO-2,E3,0.7082000000000006,-42.69039166666666,-73.59665277777778
204,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-71,10.7053,33.066,7.9663,5.5743,88.528,25.3216,6.29811,36862,0.2428,CTDO-2,E3,0.7238100000000003,-42.69039166666666,-73.59665277777778
205,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-72,10.6996,33.0661,7.9511,5.5637,88.349,25.3226,6.29889,36858,0.2466,CTDO-2,E3,0.7351900000000002,-42.69039166666666,-73.59665277777778
206,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-73,10.6885,33.0668,7.9548,5.5663,88.369,25.3251,6.30038,36849,0.2541,CTDO-2,E3,0.7340799999999996,-42.69039166666666,-73.59665277777778
207,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-74,10.685,33.0675,7.927,5.5469,88.054,25.3262,6.30083,36847,0.3026,CTDO-2,E3,0.7539300000000004,-42.69039166666666,-73.59665277777778
208,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-75,10.6842,33.0671,7.9551,5.5665,88.365,25.3261,6.30097,36846,0.2589,CTDO-2,E3,0.7344700000000008,-42.69039166666666,-73.59665277777778
209,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-76,10.6854,33.067,7.9496,5.5626,88.305,25.3258,6.3008,36847,0.2562,CTDO-2,E3,0.7382,-42.69039166666666,-73.59665277777778
210,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-77,10.6828,33.067,7.9389,5.5552,88.182,25.3262,6.30116,36846,0.2636,CTDO-2,E3,0.7459600000000002,-42.69039166666666,-73.59665277777778
211,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-78,10.6827,33.0671,7.9527,5.5649,88.335,25.3264,6.30117,36846,0.2412,CTDO-2,E3,0.7362700000000002,-42.69039166666666,-73.59665277777778
212,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-79,10.6822,33.067,7.9289,5.5482,88.07,25.3264,6.30124,36846,0.2471,CTDO-2,E3,0.7530400000000004,-42.69039166666666,-73.59665277777778
213,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-80,10.6817,33.0673,7.9317,5.5502,88.1,25.3267,6.3013,36846,0.2478,CTDO-2,E3,0.7511000000000001,-42.69039166666666,-73.59665277777778
214,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-81,10.6816,33.068,7.9233,5.5443,88.007,25.3273,6.30128,36847,0.2475,CTDO-2,E3,0.7569800000000004,-42.69039166666666,-73.59665277777778
215,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-82,10.6813,33.0687,7.9286,5.548,88.065,25.3278,6.30131,36848,0.2473,CTDO-2,E3,0.7533099999999999,-42.69039166666666,-73.59665277777778
216,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-83,10.6805,33.0695,7.9518,5.5642,88.322,25.3286,6.30137,36849,0.2239,CTDO-2,E3,0.7371700000000008,-42.69039166666666,-73.59665277777778
217,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-84,10.68,33.0709,7.9314,5.5499,88.095,25.3298,6.30139,36850,0.2654,CTDO-2,E3,0.7514899999999995,-42.69039166666666,-73.59665277777778
218,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-85,10.677,33.0733,7.944,5.5587,88.231,25.3322,6.30171,36850,0.224,CTDO-2,E3,0.74301,-42.69039166666666,-73.59665277777778
219,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-86,10.658,33.0759,7.933,5.551,88.073,25.3375,6.30421,36836,0.2493,CTDO-2,E3,0.7532100000000002,-42.69039166666666,-73.59665277777778
220,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-87,10.6386,33.0783,7.8817,5.5151,87.469,25.3427,6.30679,36821,0.2074,CTDO-2,E3,0.79169,-42.69039166666666,-73.59665277777778
221,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-88,10.6215,33.0797,7.8703,5.5072,87.312,25.3468,6.30908,36807,0.2318,CTDO-2,E3,0.8018799999999997,-42.69039166666666,-73.59665277777778
222,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-89,10.6058,33.079,7.8501,5.493,87.057,25.349,6.31127,36793,0.2265,CTDO-2,E3,0.81827,-42.69039166666666,-73.59665277777778
223,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-90,10.5974,33.0785,7.8023,5.4596,86.511,25.3501,6.31244,36785,0.2116,CTDO-2,E3,0.8528399999999996,-42.69039166666666,-73.59665277777778
224,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-91,10.589,33.078,7.8071,5.4629,86.548,25.3511,6.31363,36778,0.2337,CTDO-2,E3,0.8507299999999995,-42.69039166666666,-73.59665277777778
225,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-92,10.5512,33.0772,7.7952,5.4546,86.347,25.3571,6.31887,36743,0.2228,CTDO-2,E3,0.8642700000000003,-42.69039166666666,-73.59665277777778
226,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-93,10.5052,33.0758,7.7051,5.3916,85.263,25.3639,6.32529,36700,0.2284,CTDO-2,E3,0.9336899999999995,-42.69039166666666,-73.59665277777778
227,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-94,10.4867,33.0762,7.6274,5.3372,84.369,25.3674,6.32783,36685,0.2718,CTDO-2,E3,0.9906299999999995,-42.69039166666666,-73.59665277777778
228,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-95,10.484,33.0759,7.5989,5.3173,84.049,25.3676,6.32822,36682,0.2244,CTDO-2,E3,1.0109199999999996,-42.69039166666666,-73.59665277777778
229,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-96,10.4755,33.0759,7.6028,5.32,84.077,25.3691,6.32939,36675,0.2535,CTDO-2,E3,1.0093899999999998,-42.69039166666666,-73.59665277777778
230,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-97,10.4639,33.0772,7.5902,5.3112,83.917,25.3721,6.33095,36666,0.2745,CTDO-2,E3,1.0197499999999993,-42.69039166666666,-73.59665277777778
231,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-98,10.4542,33.0791,7.5675,5.2953,83.649,25.3753,6.33221,36660,0.2495,CTDO-2,E3,1.0369099999999998,-42.69039166666666,-73.59665277777778
232,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-99,10.4507,33.0794,7.5479,5.2815,83.426,25.3761,6.33269,36657,0.2723,CTDO-2,E3,1.05119,-42.69039166666666,-73.59665277777778
233,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-100,10.4467,33.0796,7.549,5.2823,83.432,25.3769,6.33323,36654,0.2189,CTDO-2,E3,1.0509300000000001,-42.69039166666666,-73.59665277777778
234,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-101,10.4384,33.0806,7.5383,5.2748,83.299,25.3791,6.33434,36648,0.2792,CTDO-2,E3,1.0595400000000001,-42.69039166666666,-73.59665277777778
235,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-102,10.4379,33.0814,7.533,5.2712,83.24,25.3798,6.33438,36649,0.2048,CTDO-2,E3,1.06318,-42.69039166666666,-73.59665277777778
236,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-103,10.434,33.0827,7.5171,5.26,83.058,25.3816,6.33486,36647,0.2808,CTDO-2,E3,1.0748600000000001,-42.69039166666666,-73.59665277777778
237,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-104,10.431,33.0846,7.5087,5.2541,82.96,25.3835,6.33521,36647,0.2466,CTDO-2,E3,1.0811099999999998,-42.69039166666666,-73.59665277777778
238,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-105,10.4287,33.0863,7.4917,5.2423,82.77,25.3852,6.33546,36647,0.2712,CTDO-2,E3,1.0931600000000001,-42.69039166666666,-73.59665277777778
239,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-106,10.4262,33.0873,7.4856,5.2379,82.698,25.3864,6.33577,36646,0.2806,CTDO-2,E3,1.0978700000000003,-42.69039166666666,-73.59665277777778
240,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-107,10.4233,33.089,7.4813,5.235,82.647,25.3883,6.33609,36646,0.2994,CTDO-2,E3,1.1010900000000001,-42.69039166666666,-73.59665277777778
241,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-108,10.4208,33.0913,7.4703,5.2273,82.522,25.3905,6.33636,36646,0.2842,CTDO-2,E3,1.1090600000000004,-42.69039166666666,-73.59665277777778
242,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-109,10.42,33.0924,7.4657,5.2241,82.47,25.3914,6.33642,36647,0.2774,CTDO-2,E3,1.1123200000000004,-42.69039166666666,-73.59665277777778
243,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-110,10.4199,33.0924,7.4674,5.2252,82.489,25.3915,6.33644,36647,0.3166,CTDO-2,E3,1.1112399999999996,-42.69039166666666,-73.59665277777778
244,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-111,10.4201,33.0927,7.4627,5.2219,82.437,25.3917,6.3364,36648,0.2756,CTDO-2,E3,1.1145000000000005,-42.69039166666666,-73.59665277777778
245,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-112,10.42,33.0928,7.4352,5.2027,82.133,25.3918,6.33641,36648,0.2505,CTDO-2,E3,1.1337099999999998,-42.69039166666666,-73.59665277777778
246,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-113,10.4197,33.0932,7.4597,5.2199,82.404,25.3921,6.33643,36649,0.2621,CTDO-2,E3,1.11653,-42.69039166666666,-73.59665277777778
247,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-114,10.4196,33.0932,7.4461,5.2104,82.253,25.3922,6.33645,36649,0.2966,CTDO-2,E3,1.1260500000000002,-42.69039166666666,-73.59665277777778
248,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-115,10.4195,33.0934,7.4345,5.2022,82.125,25.3924,6.33645,36650,0.2483,CTDO-2,E3,1.1342499999999998,-42.69039166666666,-73.59665277777778
249,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-116,10.4189,33.0941,7.4495,5.2127,82.29,25.393,6.33651,36651,0.2708,CTDO-2,E3,1.1238099999999998,-42.69039166666666,-73.59665277777778
250,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-117,10.4178,33.095,7.4529,5.2151,82.327,25.3939,6.33663,36651,0.261,CTDO-2,E3,1.1215300000000008,-42.69039166666666,-73.59665277777778
251,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-118,10.4176,33.0957,7.4449,5.2095,82.238,25.3945,6.33662,36652,0.2314,CTDO-2,E3,1.1271199999999997,-42.69039166666666,-73.59665277777778
252,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-119,10.4173,33.0971,7.4371,5.204,82.152,25.3957,6.3366,36653,0.2241,CTDO-2,E3,1.1326,-42.69039166666666,-73.59665277777778
253,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-120,10.4173,33.0981,7.4439,5.2088,82.228,25.3964,6.33657,36655,0.2681,CTDO-2,E3,1.12777,-42.69039166666666,-73.59665277777778
254,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-121,10.4187,33.0986,7.4476,5.2114,82.271,25.3966,6.33636,36657,0.2705,CTDO-2,E3,1.1249599999999997,-42.69039166666666,-73.59665277777778
255,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-122,10.4198,33.0989,7.4585,5.219,82.393,25.3966,6.33619,36659,0.2626,CTDO-2,E3,1.11719,-42.69039166666666,-73.59665277777778
256,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-123,10.4198,33.0994,7.4557,5.2171,82.363,25.397,6.33617,36660,0.2526,CTDO-2,E3,1.1190699999999998,-42.69039166666666,-73.59665277777778
257,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-124,10.4182,33.0992,7.4492,5.2125,82.289,25.3971,6.33641,36658,0.2153,CTDO-2,E3,1.1239099999999995,-42.69039166666666,-73.59665277777778
258,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-125,10.4161,33.0992,7.4504,5.2133,82.297,25.3974,6.33669,36657,0.2547,CTDO-2,E3,1.1233899999999997,-42.69039166666666,-73.59665277777778
259,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-126,10.4174,33.1001,7.4486,5.2121,82.281,25.398,6.33647,36660,0.2518,CTDO-2,E3,1.1243699999999999,-42.69039166666666,-73.59665277777778
